DAY,ID,DATA,Maincontract,Submaincontract
1月15日,ME,0.3038174512055109,ME505.CZC,ME501.CZC
1月15日,EF,-0.012729301806514612,EF1501-S.CFE,EF1509-S.CFE
1月15日,BU,-0.2537723380235152,BU1506.SHF,BU1509.SHF
1月15日,OI,-0.04714962740491357,OI505.CZC,OI509.CZC
1月15日,LR,0.055680186647523326,LR505.CZC,LR501.CZC
1月16日,PP,0.12924340110154012,PP1505.DCE,PP1509.DCE
1月16日,AF,-0.0489801395598497,AF1509-S.CFE,AF1506-S.CFE
1月16日,JM,-0.028416358034989375,JM1505.DCE,JM1509.DCE
1月16日,AG,-0.016833814618267405,AG1506.SHF,AG1512.SHF
1月16日,CU,0.07506842380040817,CU1503.SHF,CU1504.SHF
1月16日,SR,-0.07539764511464572,SR505.CZC,SR509.CZC
1月16日,B,-1.2682027803645566,B1505.DCE,PB1512.SHF
1月16日,J,-0.03923013734386635,J1505.DCE,J1509.DCE
1月16日,L,0.11456023651145603,L1505.DCE,L1509.DCE
1月16日,RI,-0.010430508523011415,RI505.CZC,RI509.CZC
1月16日,P,-0.034422764227642275,P1505.DCE,P1509.DCE
1月16日,ZN,0.02612340882367977,ZN1503.SHF,ZN1504.SHF
1月16日,RB,-0.016986224869694713,RB1505.SHF,RB1510.SHF
1月16日,PB,-0.00483341278669421,PB1503.SHF,PB1504.SHF
1月16日,TA,-0.07068433083309991,TA505.CZC,TA509.CZC
1月16日,JD,-0.21669626030784647,JD1505.DCE,JD1509.DCE
1月16日,V,0.026841524696654,V1505.DCE,V1509.DCE
